IP地址,数据中心,地区,城市,网络延迟
162.159.245.209,LAX,北美洲,洛杉矶,336 ms
1.0.0.199,SJC,北美洲,圣何塞,336 ms
104.21.3.143,LHR,欧洲,伦敦,337 ms
104.16.182.150,SJC,北美洲,圣何塞,337 ms
104.17.81.94,SJC,北美洲,圣何塞,338 ms
1.0.0.132,SJC,北美洲,圣何塞,339 ms
1.1.1.35,SJC,北美洲,圣何塞,339 ms
104.16.64.68,SJC,北美洲,圣何塞,339 ms
104.21.85.181,LHR,欧洲,伦敦,339 ms
1.0.0.19,SJC,北美洲,圣何塞,339 ms
104.18.250.223,SJC,北美洲,圣何塞,340 ms
172.67.225.192,LHR,欧洲,伦敦,340 ms
1.0.0.117,SJC,北美洲,圣何塞,340 ms
104.26.9.228,IAD,北美洲,阿什本,340 ms
1.1.1.127,SJC,北美洲,圣何塞,340 ms
92.243.74.71,SJC,北美洲,圣何塞,341 ms
172.67.176.191,LHR,欧洲,伦敦,341 ms
104.27.73.150,IAD,北美洲,阿什本,341 ms
1.0.0.165,SJC,北美洲,圣何塞,341 ms
104.17.180.210,SJC,北美洲,圣何塞,342 ms
1.1.1.117,SJC,北美洲,圣何塞,342 ms
104.16.55.161,SJC,北美洲,圣何塞,342 ms
5.10.247.95,SJC,北美洲,圣何塞,343 ms
104.18.78.234,SJC,北美洲,圣何塞,343 ms
104.16.226.0,SJC,北美洲,圣何塞,344 ms
172.67.133.244,LHR,欧洲,伦敦,344 ms
1.0.0.175,SJC,北美洲,圣何塞,344 ms
1.1.1.174,SJC,北美洲,圣何塞,344 ms
104.18.8.73,SJC,北美洲,圣何塞,344 ms
1.0.0.111,SJC,北美洲,圣何塞,344 ms
103.11.212.156,SJC,北美洲,圣何塞,344 ms
1.1.1.146,SJC,北美洲,圣何塞,344 ms
199.60.103.217,SJC,北美洲,圣何塞,344 ms
198.217.251.193,SJC,北美洲,圣何塞,344 ms
104.17.122.110,SJC,北美洲,圣何塞,344 ms
104.16.192.107,SJC,北美洲,圣何塞,344 ms
104.24.16.161,IAD,北美洲,阿什本,345 ms
104.17.152.214,SJC,北美洲,圣何塞,345 ms
104.18.95.176,SJC,北美洲,圣何塞,345 ms
104.18.13.136,SJC,北美洲,圣何塞,345 ms
1.1.1.226,SJC,北美洲,圣何塞,345 ms
104.17.175.118,SJC,北美洲,圣何塞,345 ms
104.23.116.127,IAD,北美洲,阿什本,345 ms
104.17.118.12,SJC,北美洲,圣何塞,345 ms
1.0.0.81,SJC,北美洲,圣何塞,346 ms
104.16.241.188,SJC,北美洲,圣何塞,346 ms
104.17.156.108,SJC,北美洲,圣何塞,346 ms
172.67.150.85,LHR,欧洲,伦敦,346 ms
1.0.0.117,SJC,北美洲,圣何塞,346 ms
172.64.152.122,SJC,北美洲,圣何塞,346 ms
104.17.16.106,SJC,北美洲,圣何塞,346 ms
104.18.106.89,SJC,北美洲,圣何塞,346 ms
172.67.103.254,IAD,北美洲,阿什本,346 ms
104.16.239.17,SJC,北美洲,圣何塞,346 ms
104.16.76.96,SJC,北美洲,圣何塞,346 ms
172.65.48.163,LHR,欧洲,伦敦,346 ms
1.1.1.85,SJC,北美洲,圣何塞,346 ms
108.165.216.213,SJC,北美洲,圣何塞,347 ms
104.17.223.69,SJC,北美洲,圣何塞,347 ms
1.0.0.137,SJC,北美洲,圣何塞,347 ms
104.19.136.111,LAX,北美洲,洛杉矶,347 ms
104.17.88.51,SJC,北美洲,圣何塞,347 ms
198.41.205.219,SJC,北美洲,圣何塞,348 ms
89.116.161.143,SJC,北美洲,圣何塞,348 ms
104.19.169.37,SJC,北美洲,圣何塞,348 ms
104.18.77.17,SJC,北美洲,圣何塞,348 ms
104.17.55.69,SJC,北美洲,圣何塞,348 ms
1.0.0.135,SJC,北美洲,圣何塞,348 ms
104.16.24.64,SJC,北美洲,圣何塞,348 ms
1.0.0.140,SJC,北美洲,圣何塞,348 ms
104.19.145.14,SJC,北美洲,圣何塞,348 ms
104.18.196.244,SJC,北美洲,圣何塞,349 ms
104.24.74.142,IAD,北美洲,阿什本,349 ms
104.16.185.38,SJC,北美洲,圣何塞,349 ms
104.21.17.230,LHR,欧洲,伦敦,349 ms
1.0.0.172,SJC,北美洲,圣何塞,349 ms
1.1.1.170,SJC,北美洲,圣何塞,349 ms
104.17.183.90,SJC,北美洲,圣何塞,349 ms
104.17.43.177,SJC,北美洲,圣何塞,349 ms
104.17.97.32,SJC,北美洲,圣何塞,349 ms
104.17.209.58,SJC,北美洲,圣何塞,349 ms
1.1.1.156,SJC,北美洲,圣何塞,349 ms
1.0.0.172,SJC,北美洲,圣何塞,350 ms
1.0.0.197,SJC,北美洲,圣何塞,350 ms
104.16.255.90,SJC,北美洲,圣何塞,350 ms
1.0.0.193,SJC,北美洲,圣何塞,350 ms
104.24.65.125,IAD,北美洲,阿什本,350 ms
104.18.38.11,SJC,北美洲,圣何塞,350 ms
1.0.0.184,SJC,北美洲,圣何塞,350 ms
104.19.139.22,LAX,北美洲,洛杉矶,350 ms
104.19.226.40,SJC,北美洲,圣何塞,351 ms
1.1.1.178,SJC,北美洲,圣何塞,351 ms
104.19.158.217,SJC,北美洲,圣何塞,351 ms
104.17.196.149,SJC,北美洲,圣何塞,351 ms
104.17.22.217,SJC,北美洲,圣何塞,351 ms
162.159.153.56,SJC,北美洲,圣何塞,351 ms
91.193.59.238,SJC,北美洲,圣何塞,351 ms
1.1.1.117,SJC,北美洲,圣何塞,351 ms
104.17.7.150,SJC,北美洲,圣何塞,351 ms
1.1.1.26,SJC,北美洲,圣何塞,351 ms
1.1.1.249,SJC,北美洲,圣何塞,352 ms
104.18.198.167,SJC,北美洲,圣何塞,352 ms
172.83.73.70,SJC,北美洲,圣何塞,352 ms
31.12.75.156,SJC,北美洲,圣何塞,352 ms
45.85.118.238,SJC,北美洲,圣何塞,352 ms
1.1.1.4,SJC,北美洲,圣何塞,352 ms
104.25.22.26,IAD,北美洲,阿什本,352 ms
147.78.140.35,SJC,北美洲,圣何塞,352 ms
172.64.82.215,SJC,北美洲,圣何塞,352 ms
104.19.182.209,SJC,北美洲,圣何塞,352 ms
104.25.13.8,IAD,北美洲,阿什本,352 ms
1.0.0.194,SJC,北美洲,圣何塞,352 ms
104.16.101.8,SJC,北美洲,圣何塞,352 ms
1.1.1.47,SJC,北美洲,圣何塞,352 ms
104.19.175.167,SJC,北美洲,圣何塞,352 ms
104.17.2.214,SJC,北美洲,圣何塞,352 ms
176.126.206.209,SJC,北美洲,圣何塞,352 ms
172.64.91.65,SJC,北美洲,圣何塞,352 ms
104.20.46.220,IAD,北美洲,阿什本,352 ms
104.16.179.29,SJC,北美洲,圣何塞,352 ms
172.64.156.117,SJC,北美洲,圣何塞,353 ms
1.0.0.83,SJC,北美洲,圣何塞,353 ms
162.159.246.21,LAX,北美洲,洛杉矶,353 ms
104.18.45.154,SJC,北美洲,圣何塞,353 ms
172.64.89.236,SJC,北美洲,圣何塞,353 ms
1.1.1.108,SJC,北美洲,圣何塞,353 ms
172.64.159.12,SJC,北美洲,圣何塞,353 ms
172.64.42.3,SJC,北美洲,圣何塞,354 ms
104.16.69.144,SJC,北美洲,圣何塞,354 ms
104.17.254.187,SJC,北美洲,圣何塞,354 ms
104.18.155.248,SJC,北美洲,圣何塞,354 ms
104.16.191.225,SJC,北美洲,圣何塞,354 ms
1.0.0.71,SJC,北美洲,圣何塞,354 ms
104.20.54.4,IAD,北美洲,阿什本,354 ms
104.17.230.3,SJC,北美洲,圣何塞,354 ms
1.1.1.249,SJC,北美洲,圣何塞,354 ms
104.18.141.39,SJC,北美洲,圣何塞,354 ms
172.64.85.2,SJC,北美洲,圣何塞,355 ms
104.16.170.24,SJC,北美洲,圣何塞,355 ms
104.24.0.177,IAD,北美洲,阿什本,355 ms
1.1.1.217,SJC,北美洲,圣何塞,355 ms
185.221.160.127,SJC,北美洲,圣何塞,355 ms
104.16.195.36,SJC,北美洲,圣何塞,355 ms
104.16.91.54,SJC,北美洲,圣何塞,355 ms
104.17.20.178,SJC,北美洲,圣何塞,355 ms
104.16.96.189,SJC,北美洲,圣何塞,355 ms
103.21.244.214,SJC,北美洲,圣何塞,356 ms
1.0.0.252,SJC,北美洲,圣何塞,356 ms
104.16.243.234,SJC,北美洲,圣何塞,356 ms
104.16.99.60,SJC,北美洲,圣何塞,356 ms
172.64.92.175,SJC,北美洲,圣何塞,356 ms
1.0.0.172,SJC,北美洲,圣何塞,356 ms
1.0.0.91,SJC,北美洲,圣何塞,356 ms
92.60.74.184,SJC,北美洲,圣何塞,356 ms
104.129.167.116,SJC,北美洲,圣何塞,356 ms
104.17.120.214,SJC,北美洲,圣何塞,356 ms
1.1.1.13,SJC,北美洲,圣何塞,356 ms
104.18.218.235,SJC,北美洲,圣何塞,356 ms
1.0.0.195,SJC,北美洲,圣何塞,357 ms
1.0.0.79,SJC,北美洲,圣何塞,357 ms
1.0.0.81,SJC,北美洲,圣何塞,357 ms
1.1.1.58,SJC,北美洲,圣何塞,357 ms
1.1.1.22,SJC,北美洲,圣何塞,357 ms
104.18.229.169,SJC,北美洲,圣何塞,358 ms
104.18.139.35,SJC,北美洲,圣何塞,358 ms
104.16.254.224,SJC,北美洲,圣何塞,358 ms
172.66.2.85,SJC,北美洲,圣何塞,358 ms
77.74.228.130,SJC,北美洲,圣何塞,358 ms
1.1.1.69,SJC,北美洲,圣何塞,358 ms
1.0.0.39,SJC,北美洲,圣何塞,358 ms
1.1.1.9,SJC,北美洲,圣何塞,358 ms
1.1.1.203,SJC,北美洲,圣何塞,359 ms
104.18.138.78,SJC,北美洲,圣何塞,359 ms
1.0.0.150,SJC,北美洲,圣何塞,359 ms
104.17.232.240,SJC,北美洲,圣何塞,359 ms
104.16.168.62,SJC,北美洲,圣何塞,359 ms
162.159.129.59,SJC,北美洲,圣何塞,359 ms
104.17.26.125,SJC,北美洲,圣何塞,359 ms
154.83.2.185,SJC,北美洲,圣何塞,360 ms
1.0.0.68,SJC,北美洲,圣何塞,360 ms
1.0.0.12,SJC,北美洲,圣何塞,360 ms
1.1.1.223,SJC,北美洲,圣何塞,360 ms
104.19.213.1,SJC,北美洲,圣何塞,360 ms
198.41.199.71,SJC,北美洲,圣何塞,360 ms
104.16.9.176,SJC,北美洲,圣何塞,360 ms
1.1.1.229,SJC,北美洲,圣何塞,360 ms
104.25.7.153,IAD,北美洲,阿什本,361 ms
104.18.213.205,SJC,北美洲,圣何塞,361 ms
104.18.67.102,SJC,北美洲,圣何塞,361 ms
162.159.61.194,SJC,北美洲,圣何塞,361 ms
104.16.65.238,SJC,北美洲,圣何塞,361 ms
185.159.247.218,SJC,北美洲,圣何塞,361 ms
1.1.1.165,SJC,北美洲,圣何塞,361 ms
1.1.1.54,SJC,北美洲,圣何塞,361 ms
1.0.0.226,SJC,北美洲,圣何塞,361 ms
104.18.205.109,SJC,北美洲,圣何塞,361 ms
104.18.248.169,SJC,北美洲,圣何塞,361 ms
104.16.172.37,SJC,北美洲,圣何塞,361 ms
104.17.46.107,SJC,北美洲,圣何塞,361 ms
104.17.115.216,SJC,北美洲,圣何塞,361 ms
1.0.0.17,SJC,北美洲,圣何塞,361 ms
104.19.233.180,SJC,北美洲,圣何塞,362 ms
104.16.20.82,SJC,北美洲,圣何塞,362 ms
104.24.85.235,IAD,北美洲,阿什本,362 ms
104.19.195.101,SJC,北美洲,圣何塞,362 ms
1.0.0.103,SJC,北美洲,圣何塞,362 ms
104.18.241.90,SJC,北美洲,圣何塞,362 ms
162.159.21.13,SJC,北美洲,圣何塞,362 ms
167.68.42.36,SJC,北美洲,圣何塞,362 ms
104.16.105.61,SJC,北美洲,圣何塞,362 ms
1.0.0.225,SJC,北美洲,圣何塞,362 ms
1.1.1.199,SJC,北美洲,圣何塞,362 ms
198.41.220.150,SJC,北美洲,圣何塞,362 ms
104.16.184.73,SJC,北美洲,圣何塞,362 ms
1.1.1.148,SJC,北美洲,圣何塞,362 ms
104.17.107.109,SJC,北美洲,圣何塞,362 ms
104.17.190.192,SJC,北美洲,圣何塞,362 ms
1.1.1.69,SJC,北美洲,圣何塞,362 ms
104.18.253.27,SJC,北美洲,圣何塞,363 ms
104.18.39.25,SJC,北美洲,圣何塞,363 ms
104.17.10.199,SJC,北美洲,圣何塞,363 ms
1.1.1.54,SJC,北美洲,圣何塞,363 ms
1.0.0.212,SJC,北美洲,圣何塞,363 ms
104.19.196.106,SJC,北美洲,圣何塞,363 ms
104.16.233.248,SJC,北美洲,圣何塞,363 ms
104.17.245.86,SJC,北美洲,圣何塞,363 ms
104.16.181.3,SJC,北美洲,圣何塞,363 ms
104.18.68.225,SJC,北美洲,圣何塞,363 ms
1.0.0.15,SJC,北美洲,圣何塞,363 ms
45.149.12.177,SJC,北美洲,圣何塞,363 ms
104.18.83.191,SJC,北美洲,圣何塞,363 ms
104.16.13.254,SJC,北美洲,圣何塞,363 ms
104.16.79.194,SJC,北美洲,圣何塞,363 ms
1.1.1.216,SJC,北美洲,圣何塞,363 ms
1.0.0.184,SJC,北美洲,圣何塞,363 ms
104.19.215.126,SJC,北美洲,圣何塞,363 ms
104.18.175.173,SJC,北美洲,圣何塞,364 ms
1.0.0.213,SJC,北美洲,圣何塞,364 ms
104.17.148.14,SJC,北美洲,圣何塞,364 ms
104.16.162.123,SJC,北美洲,圣何塞,364 ms
162.159.62.69,SJC,北美洲,圣何塞,364 ms
104.18.164.184,SJC,北美洲,圣何塞,364 ms
104.18.223.144,SJC,北美洲,圣何塞,364 ms
172.64.158.45,SJC,北美洲,圣何塞,364 ms
104.17.160.251,SJC,北美洲,圣何塞,364 ms
104.16.81.112,SJC,北美洲,圣何塞,364 ms
1.1.1.17,SJC,北美洲,圣何塞,364 ms
104.18.82.189,SJC,北美洲,圣何塞,364 ms
104.18.182.14,SJC,北美洲,圣何塞,364 ms
104.17.241.229,SJC,北美洲,圣何塞,364 ms
104.17.242.30,SJC,北美洲,圣何塞,364 ms
104.16.103.160,SJC,北美洲,圣何塞,364 ms
104.19.160.123,SJC,北美洲,圣何塞,364 ms
1.1.1.185,SJC,北美洲,圣何塞,364 ms
104.16.136.90,SJC,北美洲,圣何塞,364 ms
104.18.179.207,SJC,北美洲,圣何塞,364 ms
190.93.244.212,SJC,北美洲,圣何塞,364 ms
1.0.0.142,SJC,北美洲,圣何塞,364 ms
104.18.239.71,SJC,北美洲,圣何塞,364 ms
104.16.78.216,SJC,北美洲,圣何塞,364 ms
198.41.200.174,SJC,北美洲,圣何塞,365 ms
108.162.195.75,SJC,北美洲,圣何塞,365 ms
1.1.1.233,SJC,北美洲,圣何塞,365 ms
1.1.1.215,SJC,北美洲,圣何塞,365 ms
104.19.204.104,SJC,北美洲,圣何塞,365 ms
198.41.211.242,SJC,北美洲,圣何塞,365 ms
104.16.250.222,SJC,北美洲,圣何塞,365 ms
104.18.219.180,SJC,北美洲,圣何塞,365 ms
104.16.138.82,SJC,北美洲,圣何塞,365 ms
1.0.0.199,SJC,北美洲,圣何塞,365 ms
1.1.1.28,SJC,北美洲,圣何塞,365 ms
104.17.34.73,SJC,北美洲,圣何塞,366 ms
104.19.236.215,SJC,北美洲,圣何塞,366 ms
104.17.13.161,SJC,北美洲,圣何塞,366 ms
1.0.0.243,SJC,北美洲,圣何塞,366 ms
1.0.0.76,SJC,北美洲,圣何塞,366 ms
162.159.5.252,SJC,北美洲,圣何塞,366 ms
162.159.2.100,SJC,北美洲,圣何塞,366 ms
172.66.0.95,SJC,北美洲,圣何塞,366 ms
104.18.35.49,SJC,北美洲,圣何塞,366 ms
104.19.225.140,SJC,北美洲,圣何塞,366 ms
188.42.145.82,SJC,北美洲,圣何塞,366 ms
104.16.12.244,SJC,北美洲,圣何塞,366 ms
1.0.0.209,SJC,北美洲,圣何塞,366 ms
104.18.186.151,SJC,北美洲,圣何塞,366 ms
104.24.143.176,IAD,北美洲,阿什本,366 ms
1.1.1.228,SJC,北美洲,圣何塞,366 ms
1.1.1.187,SJC,北美洲,圣何塞,366 ms
104.18.132.229,SJC,北美洲,圣何塞,367 ms
104.17.193.217,SJC,北美洲,圣何塞,367 ms
104.18.166.227,SJC,北美洲,圣何塞,367 ms
104.17.158.232,SJC,北美洲,圣何塞,367 ms
1.0.0.209,SJC,北美洲,圣何塞,367 ms
1.1.1.10,SJC,北美洲,圣何塞,367 ms
146.19.21.75,SJC,北美洲,圣何塞,367 ms
162.159.16.104,SJC,北美洲,圣何塞,367 ms
1.1.1.208,SJC,北美洲,圣何塞,367 ms
104.18.243.158,SJC,北美洲,圣何塞,367 ms
104.17.213.12,SJC,北美洲,圣何塞,367 ms
1.1.1.213,SJC,北美洲,圣何塞,367 ms
104.18.212.103,SJC,北美洲,圣何塞,367 ms
1.1.1.152,SJC,北美洲,圣何塞,367 ms
104.18.84.123,SJC,北美洲,圣何塞,367 ms
1.1.1.195,SJC,北美洲,圣何塞,367 ms
1.0.0.109,SJC,北美洲,圣何塞,367 ms
104.17.103.253,SJC,北美洲,圣何塞,367 ms
94.247.142.42,SJC,北美洲,圣何塞,368 ms
104.16.135.73,SJC,北美洲,圣何塞,368 ms
198.41.192.96,SJC,北美洲,圣何塞,368 ms
162.159.142.191,SJC,北美洲,圣何塞,368 ms
1.0.0.204,SJC,北美洲,圣何塞,368 ms
104.24.77.61,IAD,北美洲,阿什本,368 ms
104.17.9.35,SJC,北美洲,圣何塞,368 ms
1.0.0.194,SJC,北美洲,圣何塞,368 ms
162.159.8.236,SJC,北美洲,圣何塞,368 ms
1.1.1.74,SJC,北美洲,圣何塞,368 ms
104.17.176.114,SJC,北美洲,圣何塞,368 ms
162.159.14.242,SJC,北美洲,圣何塞,368 ms
104.17.217.237,SJC,北美洲,圣何塞,368 ms
5.10.245.166,SJC,北美洲,圣何塞,368 ms
154.197.64.203,SJC,北美洲,圣何塞,368 ms
46.254.93.35,SJC,北美洲,圣何塞,368 ms
104.18.100.8,SJC,北美洲,圣何塞,368 ms
104.19.224.1,SJC,北美洲,圣何塞,368 ms
1.1.1.46,SJC,北美洲,圣何塞,368 ms
104.17.237.48,SJC,北美洲,圣何塞,368 ms
1.1.1.241,SJC,北美洲,圣何塞,368 ms
45.94.169.63,SJC,北美洲,圣何塞,369 ms
104.18.193.214,SJC,北美洲,圣何塞,369 ms
1.0.0.101,SJC,北美洲,圣何塞,369 ms
1.1.1.4,SJC,北美洲,圣何塞,369 ms
104.16.109.138,SJC,北美洲,圣何塞,369 ms
104.16.110.135,SJC,北美洲,圣何塞,369 ms
1.0.0.168,SJC,北美洲,圣何塞,369 ms
88.216.67.216,SJC,北美洲,圣何塞,369 ms
162.159.0.185,SJC,北美洲,圣何塞,369 ms
104.19.132.138,LAX,北美洲,洛杉矶,369 ms
104.17.82.43,SJC,北美洲,圣何塞,369 ms
104.18.236.160,SJC,北美洲,圣何塞,369 ms
104.19.183.22,SJC,北美洲,圣何塞,369 ms
198.41.193.97,SJC,北美洲,圣何塞,369 ms
172.64.34.178,SJC,北美洲,圣何塞,369 ms
77.75.199.44,SJC,北美洲,圣何塞,370 ms
45.12.30.236,SJC,北美洲,圣何塞,370 ms
104.19.155.231,SJC,北美洲,圣何塞,370 ms
104.24.86.132,IAD,北美洲,阿什本,370 ms
1.1.1.249,SJC,北美洲,圣何塞,370 ms
104.16.145.241,SJC,北美洲,圣何塞,370 ms
104.20.66.49,IAD,北美洲,阿什本,370 ms
1.1.1.227,SJC,北美洲,圣何塞,370 ms
104.129.166.47,SJC,北美洲,圣何塞,370 ms
198.41.198.208,SJC,北美洲,圣何塞,370 ms
1.0.0.164,SJC,北美洲,圣何塞,370 ms
172.64.69.40,SJC,北美洲,圣何塞,370 ms
23.227.39.160,SJC,北美洲,圣何塞,370 ms
1.1.1.96,SJC,北美洲,圣何塞,370 ms
1.1.1.96,SJC,北美洲,圣何塞,370 ms
167.68.11.192,SJC,北美洲,圣何塞,370 ms
172.64.145.72,SJC,北美洲,圣何塞,370 ms
104.19.162.26,SJC,北美洲,圣何塞,370 ms
104.20.81.177,IAD,北美洲,阿什本,370 ms
104.27.36.110,IAD,北美洲,阿什本,371 ms
156.252.2.63,SJC,北美洲,圣何塞,371 ms
172.64.35.80,SJC,北美洲,圣何塞,371 ms
104.18.133.171,SJC,北美洲,圣何塞,371 ms
104.129.164.128,SJC,北美洲,圣何塞,371 ms
1.0.0.14,SJC,北美洲,圣何塞,371 ms
1.0.0.38,SJC,北美洲,圣何塞,371 ms
104.19.173.219,SJC,北美洲,圣何塞,371 ms
1.0.0.86,SJC,北美洲,圣何塞,371 ms
104.19.148.148,SJC,北美洲,圣何塞,371 ms
104.18.131.111,SJC,北美洲,圣何塞,371 ms
104.17.119.117,SJC,北美洲,圣何塞,371 ms
104.17.236.233,SJC,北美洲,圣何塞,371 ms
104.17.210.244,SJC,北美洲,圣何塞,371 ms
104.17.48.29,SJC,北美洲,圣何塞,371 ms
104.16.133.231,SJC,北美洲,圣何塞,372 ms
1.1.1.150,SJC,北美洲,圣何塞,372 ms
1.1.1.23,SJC,北美洲,圣何塞,372 ms
172.64.81.236,SJC,北美洲,圣何塞,372 ms
104.16.166.119,SJC,北美洲,圣何塞,372 ms
1.0.0.177,SJC,北美洲,圣何塞,372 ms
1.0.0.201,SJC,北美洲,圣何塞,372 ms
104.18.145.123,SJC,北美洲,圣何塞,372 ms
104.16.74.104,SJC,北美洲,圣何塞,372 ms
1.1.1.111,SJC,北美洲,圣何塞,372 ms
1.1.1.214,SJC,北美洲,圣何塞,372 ms
104.17.219.6,SJC,北美洲,圣何塞,372 ms
162.159.36.43,SJC,北美洲,圣何塞,372 ms
185.193.30.130,SJC,北美洲,圣何塞,372 ms
104.18.99.107,SJC,北美洲,圣何塞,372 ms
1.0.0.52,SJC,北美洲,圣何塞,372 ms
1.1.1.8,SJC,北美洲,圣何塞,372 ms
1.1.1.65,SJC,北美洲,圣何塞,372 ms
104.18.216.74,SJC,北美洲,圣何塞,372 ms
1.1.1.206,SJC,北美洲,圣何塞,372 ms
108.162.198.247,SJC,北美洲,圣何塞,372 ms
104.19.223.52,SJC,北美洲,圣何塞,373 ms
104.16.0.90,SJC,北美洲,圣何塞,373 ms
1.1.1.180,SJC,北美洲,圣何塞,373 ms
45.131.211.161,SJC,北美洲,圣何塞,373 ms
1.0.0.154,SJC,北美洲,圣何塞,373 ms
104.16.139.197,SJC,北美洲,圣何塞,373 ms
1.1.1.36,SJC,北美洲,圣何塞,373 ms
5.182.85.124,SJC,北美洲,圣何塞,373 ms
1.0.0.89,SJC,北美洲,圣何塞,373 ms
104.16.102.194,SJC,北美洲,圣何塞,373 ms
104.24.242.127,IAD,北美洲,阿什本,373 ms
104.17.17.253,SJC,北美洲,圣何塞,373 ms
1.0.0.141,SJC,北美洲,圣何塞,373 ms
172.64.147.76,SJC,北美洲,圣何塞,373 ms
172.64.148.167,SJC,北美洲,圣何塞,373 ms
190.93.247.227,SJC,北美洲,圣何塞,373 ms
104.19.194.134,SJC,北美洲,圣何塞,373 ms
1.1.1.186,SJC,北美洲,圣何塞,373 ms
104.16.58.85,SJC,北美洲,圣何塞,373 ms
1.1.1.20,SJC,北美洲,圣何塞,374 ms
1.1.1.171,SJC,北美洲,圣何塞,374 ms
1.1.1.23,SJC,北美洲,圣何塞,374 ms
104.19.197.224,SJC,北美洲,圣何塞,374 ms
1.1.1.208,SJC,北美洲,圣何塞,374 ms
108.162.192.9,SJC,北美洲,圣何塞,374 ms
198.41.202.54,SJC,北美洲,圣何塞,374 ms
104.18.235.211,SJC,北美洲,圣何塞,374 ms
1.1.1.3,SJC,北美洲,圣何塞,374 ms
1.1.1.168,SJC,北美洲,圣何塞,374 ms
104.16.28.94,SJC,北美洲,圣何塞,374 ms
104.18.92.170,SJC,北美洲,圣何塞,374 ms
1.0.0.232,SJC,北美洲,圣何塞,374 ms
1.0.0.73,SJC,北美洲,圣何塞,374 ms
1.0.0.166,SJC,北美洲,圣何塞,374 ms
1.1.1.94,SJC,北美洲,圣何塞,374 ms
104.17.32.48,SJC,北美洲,圣何塞,374 ms
104.19.176.126,SJC,北美洲,圣何塞,374 ms
1.1.1.110,SJC,北美洲,圣何塞,375 ms
1.0.0.185,SJC,北美洲,圣何塞,375 ms
172.64.155.134,SJC,北美洲,圣何塞,375 ms
1.0.0.92,SJC,北美洲,圣何塞,375 ms
104.27.17.91,IAD,北美洲,阿什本,375 ms
1.1.1.21,SJC,北美洲,圣何塞,375 ms
162.159.135.204,SJC,北美洲,圣何塞,375 ms
1.1.1.210,SJC,北美洲,圣何塞,375 ms
162.159.23.40,SJC,北美洲,圣何塞,375 ms
1.1.1.71,SJC,北美洲,圣何塞,375 ms
1.1.1.225,SJC,北美洲,圣何塞,376 ms
1.0.0.121,SJC,北美洲,圣何塞,376 ms
104.17.92.47,SJC,北美洲,圣何塞,376 ms
104.17.205.111,SJC,北美洲,圣何塞,376 ms
104.16.159.88,SJC,北美洲,圣何塞,376 ms
104.18.230.85,SJC,北美洲,圣何塞,376 ms
104.17.90.144,SJC,北美洲,圣何塞,376 ms
172.64.230.152,SJC,北美洲,圣何塞,376 ms
1.0.0.177,SJC,北美洲,圣何塞,376 ms
104.25.80.151,IAD,北美洲,阿什本,376 ms
104.27.110.141,IAD,北美洲,阿什本,376 ms
104.17.125.39,SJC,北美洲,圣何塞,376 ms
104.16.246.66,SJC,北美洲,圣何塞,376 ms
154.85.99.65,SJC,北美洲,圣何塞,376 ms
104.17.94.183,SJC,北美洲,圣何塞,376 ms
162.159.58.139,SJC,北美洲,圣何塞,376 ms
104.17.8.215,SJC,北美洲,圣何塞,376 ms
104.18.228.95,SJC,北美洲,圣何塞,376 ms
104.16.94.55,SJC,北美洲,圣何塞,376 ms
162.120.94.236,SJC,北美洲,圣何塞,376 ms
104.16.152.113,SJC,北美洲,圣何塞,376 ms
104.18.105.6,SJC,北美洲,圣何塞,377 ms
1.0.0.141,SJC,北美洲,圣何塞,377 ms
176.126.207.2,SJC,北美洲,圣何塞,377 ms
104.19.222.36,SJC,北美洲,圣何塞,377 ms
104.17.37.39,SJC,北美洲,圣何塞,377 ms
